LSRNumber,LSRTitle,BillNumber,BillAnalysis,BillURL,PrimeSponsor,Sponsors,pubDate
21-0677,relative to the repair of home appliances.,,,,David Luneau,,12/29/2020
21-0678,prohibiting a transfer of funds within an adopted budget to a general ledger line item in such budget that contains an entry of zero dollars.,,,,Norman Silber,"Michael Sylvia, Glen Aldrich, Peter Torosian, Michael Yakubovich, Harry Bean",12/24/2020
21-0679,supporting the principles of federalism.,,,,Beth Folsom,"Katherine Prudhomme-O'Brien, Ted Gorski, Melissa Blasek, Erica Layon, Aidan Ankarberg, Walter Spilsbury",1/5/2021
21-0680,terminating the state of emergency declared by the governor due to the Novel Coronavirus (COVID-19).,,,,Melissa Blasek,"David Binford, Andrew Prout, Kevin Verville, Scott Wallace, Tony Lekas, Josh Yokela, Gregg Hough, Dawn Johnson, Leah Cushman",12/22/2020
21-0681,relative to self-service storage insurance.,,,,David Watters,"John Hunt, Constance Van Houten",12/8/2020
21-0682,establishing a committee to study the effects of recreational vehicles and other vehicles used in recreational activities on class 5 and 6 roads.,,,,Andrew Renzullo,,12/9/2020
21-0683,relative to eyewitness identification procedures.,,,,Robert Renny Cushing,"Linda Harriott-Gathright, David Welch",12/22/2020
21-0684,establishing a committee to study the implementation of the meat inspection program.,,,,Barbara Comtois,James Gray,12/28/2020
21-0685,relative to competitive bidding in Carroll county.,,,,Glenn Cordelli,"Thomas Buco, Karel Crawford, Bill Nelson, Lino Avellani, William Marsh, Jonathan Smith, Brodie Deshaies",12/30/2020
21-0686,relative to the confidentiality of animal records databases.,,,,Barbara Comtois,"Norman Silber, Kevin Verville",12/14/2020
21-0687,establishing a committee to study and compare federal Occupational Safety and Health Act standards with the safety and health standards the New Hampshire department of labor uses for public sector employees.,,,,Brian Sullivan,"Jeffrey Goley, Patrick Long, Dianne Schuett, Mel Myler, David Welch, Troy Merner, Mark Pearson, Kevin Cavanaugh, Kristina Schultz",12/28/2020
21-0688,relating to powers of the general court.  Providing that the legislature have the power to submit a binding referendum on whether to overturn a decision of a state court that interprets a provision of the state constitution.,,,,John Lewicke,,12/28/2020
21-0689,relative to powers of the legislature.  Providing that the legislature may overturn any decision of a state court concerning the interpretation of a state law.,,,,John Lewicke,,12/28/2020
21-0691,"declaring that the Claremont case's mandates that the legislative and executive branches define an adequate education, determine its cost, fund its entire cost with state taxes, and ensure its delivery through accountability, are not binding on the legislative and executive branches.",,,,John Lewicke,,12/24/2020
21-0692,relative to kidney donation designation on drivers' licenses.,,,,Jose Cambrils,"John Reagan, Al Baldasaro, Michael Moffett, Timothy Lang, Howard Pearl, Mark Pearson, Hershel Nunez, Kenna Cross",12/3/2020
21-0693,prohibiting the use of rubber bullets and tear gas by law enforcement.,,,,Manny Espitia,Janice Schmidt,12/4/2020
21-0694,establishing a committee to study charitable gaming.,,,,Richard Ames,"Susan Almy, Mary Beth Walz",12/30/2020
21-0695,requiring notice to the public before immigration checkpoints are conducted.,,,,Kevin Craig,"Amanda Bouldin, Andrew Bouldin, Jacqueline Chretien, Matthew Wilhelm, Rebecca McWilliams, Tony Lekas, Tony Labranche, Melbourne Moran",12/18/2020
21-0696,requiring the approval of the governor before the New Hampshire National Guard can be deployed overseas.,,,,Kevin Craig,,12/30/2020
21-0698,"establishing a committee to study whether adequate funds are being set aside from the tobacco fund for youth and young adult prevention to help preserve long-term health.
",,,,Edith Tucker,Jennie Gomarlo,12/17/2020
21-0699,prohibiting renewal of certain consumer contracts without express written notice to consumers.,,,,Benjamin Baroody,,12/23/2020
21-0700,"relative to licensure of applicants for cosmetology, esthetics, and manicuring through apprenticeship programs.",,,,Glenn Cordelli,"Keith Ammon, James Spillane",12/11/2020
21-0702,relative to the burden of proof in special education hearings.,,,,Glenn Cordelli,"John Reagan, Mark McLean, Claire Rouillard, James Spillane, Douglas Thomas, Kevin Verville",12/1/2020
21-0703,"declaring February 5, 2021 as Apollo 14 Day.",,,,Stephen Pearson,,12/24/2020
21-0705,repealing the prohibition against OHRV travel on Hoit Road Marsh.,,,,Thomas Walsh,"Steven Smith, Natalie Wells, Howard Pearl",12/2/2020
21-0707,relative to victims compensation fund eligibility.,,,,Linda Massimilla,"Laura Pantelakos, Timothy Smith, Timothy Egan, Anita Burroughs, Gary Merchant, Erin Hennessey",12/30/2020
21-0708,relative to pharmacist administration of vaccines and allowing a licensed advanced pharmacy technician to administer vaccines.,,,,Gary Merchant,Suzanne Prentiss,12/22/2020
21-0709,relative to state of emergency declarations.,,,,Gary Hopper,,12/22/2020
21-0710,relative to food safety training for child care centers.,,,,Janice Schmidt,"Rosemarie Rung, Bruce Cohen",12/30/2020
21-0711,relative to the uses of certain large retail properties.,,,,John Janigian,"Betty Gay, Daryl Abbas, Everett McBride",12/30/2020
21-0712,relative to change of use of certain retail properties.,,,,John Janigian,"Michael Edgar, Betty Gay, Daryl Abbas, Everett McBride",12/30/2020
21-0713,"relative to the election of Rockingham county officials.
",,,,Kenneth Weyler,"Laura Pantelakos, David Milz, Regina Birdsell, Stephen Pearson",12/30/2020
21-0714,relative to temporary absence from domicile for voting purposes.,,,,Barbara Griffin,,12/30/2020
21-0716,relative to supported decision making as an alternative to guardianship.,,,,Wendy Chase,"Lucy Weber, Paul Berch, Edward Gordon, William Marsh, Mark Pearson, Gerri Cannon, Cindy Rosenwald, Rebecca Whitley",12/29/2020
21-0717,relative to the energy efficiency resource standard and the system benefits charge.,,,,Michael Vose,"Keith Ammon, Michael Harrington, Ruth Ward, Bill Gannon, Hershel Nunez",12/31/2020
21-0718,relative to the nonpayment of rent during the state of emergency.,,,,Casey Conley,"David Watters, Walter Stapleton, Donovan Fenton, Kristina Schultz, Andrew Bouldin, Matthew Wilhelm, Safiya Wazir, Rebecca McWilliams, David Meuse, Tony Labranche",12/30/2020
21-0719,relative to the priority of child support payments over other court costs and expenses.,,,,Betty Gay,"David Watters, Robert Elliott, Joseph Pitre, Katherine Prudhomme-O'Brien, William Marsh, Charlotte DiLorenzo, Ellen Read, Mark Pearson, Erin Hennessey, Wayne MacDonald",12/9/2020
21-0720,relative to the definition of a controlled drug analog and prohibiting the sale or possession of synthetic urine and urine additives.,,,,Lou D'Allesandro,Cindy Rosenwald,12/30/2020
21-0721,relative to limiting robocalls by automatic dialing devices.,,,,Jacqueline Chretien,"Walter Stapleton, Israel Piedra, Megan Murray, Safiya Wazir, Tony Labranche, Eric Gallager",12/30/2020
21-0722,relative to the qualified voter affidavit.,,,,Ross Berry,,12/30/2020
21-0724,relative to the privacy of personal information retained by a health or social service agency and prohibiting the sharing of such information between such agencies.,,,,Keith Ammon,"Jeanine Notter, Michael Sylvia, Gary Daniels",12/29/2020
21-0725,relative to indicating citizenship or legal residency on drivers' licenses and nondrivers' identification cards.,,,,Betty Gay,"Robert Elliott, Joseph Pitre, Glenn Cordelli, Joe Sweeney, Fred Doucette, Katherine Prudhomme-O'Brien, Peter Hayward, Leah Cushman",12/23/2020
21-0726,relative to the applicability of a state of emergency declaration to a house of worship.,,,,Keith Ammon,"Travis O'Hara, Jim Kofalt",12/28/2020
21-0728,establishing a commission to study nuclear power and nuclear reactor technology in New Hampshire.,,,,Keith Ammon,"Jason Osborne, Michael Vose",12/28/2020
21-0729,relative to potential jurors excused from jury duty due to a lack of residency in the county of jury service.,,,,Jim Kofalt,,12/29/2020
21-0730,relative to parenting and divorce cases involving allegations of domestic violence.,,,,Betty Gay,"Robert Elliott, Joseph Pitre, Katherine Prudhomme-O'Brien, William Marsh, Charlotte DiLorenzo, Cassandra  Levesque, Susan Vandecasteele",12/30/2020
21-0731,requiring law enforcement agencies to gather and analyze certain demographic information.,,,,Jacqueline Chretien,"Christy Bartlett, Amanda Bouldin, Diane Langley, Andrew Bouldin, Manny Espitia, Matthew Wilhelm, Tony Labranche",12/31/2020
21-0732,relative to the propagation of divisive concepts.  ,,,,Keith Ammon,Glenn Cordelli,12/22/2020
21-0733,"requiring voters who live outside of the United States and who claim domicile in a New Hampshire city or town to register with the secretary of state.
",,,,Jim Kofalt,,12/28/2020
21-0734,relative to the statewide voter database.,,,,Jim Kofalt,"John Mann, Keith Ammon",12/28/2020
21-0735,relative to the physician-patient relationship and the exemption from licensure for physicians in other states or countries.,,,,John Hunt,,12/23/2020
21-0737,relative to standards for mental health courts.,,,,Gerri Cannon,"John Reagan, Steve Shurtleff, Mary Beth Walz, Paul Berch",12/11/2020
21-0739,relative to state-ordered counseling.,,,,Betty Gay,"John Reagan, William Marsh, Charlotte DiLorenzo, Mark Pearson, Frances Nutter-Upham, Sue Mullen",12/18/2020
21-0740,relative to records of communications common carriers.,,,,Josh Yokela,,12/30/2020
21-0741,relative to the sale and distribution of polystyrene food service products.,,,,Judith Spang,"David Watters, Rebecca Whitley, Rebecca Perkins Kwoka",12/30/2020
21-0742,relative to the role of a guardian ad litem in cases where domestic violence is suspected or alleged.,,,,Betty Gay,"Jeb Bradley, Jacqueline Cali-Pitts, Jordan Ulery, Robert Elliott, Joseph Pitre, Linda Gould, Katherine Prudhomme-O'Brien, Ellen Read, Debra Altschiller",12/30/2020
21-0743,relative to the penalties for possession of certain controlled drugs.,,,,Cam Kenney,"John Reagan, Timothy Horrigan, Max Abramson, James Spillane, Ellen Read, Sherry Frost, Kristina Schultz, Manny Espitia, Tony Labranche, Stephanie Hyland",12/16/2020
21-0744,establishing a commission to investigate emerging markets for biomass and low grade timber and wood resources.,,,,Douglas Thomas,"Sharon Carson, Jeb Bradley, Jacqueline Cali-Pitts, Timothy Lang, Howard Pearl, Erin Hennessey",12/23/2020
21-0745,"relative to domicile residency, voter registration, and investigation of voter verification letters, and relative to the terms ""resident,"" ""inhabitant,"" ""residence,"" and ""residency.""",,,,Timothy Horrigan,"Judith Spang, Paul Berch, Ellen Read, Sherry Frost, Bruce Cohen, Cam Kenney",12/17/2020
21-0746,establishing a committee to study regulations for private pool safety in New Hampshire.,,,,Gaby Grossman,,12/30/2020
21-0748,prohibiting no-knock warrants.,,,,Amanda Bouldin,"John Bordenet, Allison Nutting-Wong, Charlotte DiLorenzo, Amanda Gourgue, Andrew Bouldin, Rebecca McWilliams, David Meuse, Cindy Rosenwald, Kevin Craig, Rebecca Whitley, Tony Labranche",12/17/2020
21-0749,relative to the governor's power to initiate a state of emergency and various emergency powers.,,,,David Binford,"Glen Aldrich, Max Abramson, Brian Seaworth, Dave Testerman, Kevin Verville, Josh Yokela, Gregg Hough, Jeffrey Greeson, Tina Harley",12/30/2020
21-0751,"establishing the Richard ""Dick"" Hinch education freedom account program.
",,,,Sherman Packard,"Chuck Morse, Jeb Bradley, John Reagan, Rick Ladd, Carol McGuire, Karen Umberger, Jason Osborne, Maureen Mooney, Jess Edwards, Ruth Ward",12/30/2020
21-0752,"relative to the definition of ""temporary"" as it pertains to residence in the state for voting purposes.",,,,Peter Torosian,"Chris True, John Janigian, Michael Gunski",12/10/2020
21-0753,"relative to the use of certain out-of-state banks by the state treasurer and municipal and county treasurers or trustees.
",,,,Larry Laflamme,Troy Merner,12/30/2020
21-0754,establishing a road usage registration fee and making an appropriation therefor.,,,,Peter Somssich,"Laura Pantelakos, Gerald Ward, Rebecca McBeath, David Meuse",12/30/2020
21-0755,requiring the secretary of state to conduct random recounts of certain elections.,,,,Timothy Lang,"Ellen Read, Michael Yakubovich",12/24/2020
21-0756,"requiring the department of environmental services to report on shoreland and wetlands non-major impact projects under the permit by notification process.
",,,,Mark McConkey,"Karen Umberger, Glenn Cordelli, Lino Avellani",12/29/2020
21-0757,"requiring a person who registers to vote without any identification to have his or her photo taken before his or her registration to vote is complete.
",,,,Betty Gay,"Robert Elliott, Joe Sweeney, Fred Doucette, Katherine Prudhomme-O'Brien, David Love, John Janigian, Mark Pearson, Leah Cushman, Wayne MacDonald",12/17/2020
21-0758,relative to motor vehicle inspections for new vehicles.,,,,Peter Torosian,"Glenn Cordelli, James Spillane, John Janigian, Casey Conley, Tony Lekas",12/15/2020
21-0759,allowing registers of deeds to retain a portion of the land and community heritage investment program surcharge.,,,,Mark McConkey,"Karen Umberger, Glenn Cordelli, Lino Avellani",11/20/2020
21-0760,relative to the New Hampshire trust code.,,,,Lou D'Allesandro,,12/28/2020
21-0761,relative to prisoners' voting rights.,,,,Andrew Bouldin,"Amanda Bouldin, Allison Nutting-Wong, Donald Bouchard, Cam Kenney",12/29/2020
21-0762,relative to confidentiality for reporting possibly medically unfit drivers.,,,,Betty Gay,"Robert Elliott, Joseph Pitre, Katherine Prudhomme-O'Brien, Dan Wolf, David Love, Ellen Read, Cassandra  Levesque, Wayne MacDonald",12/28/2020
21-0763,relative to municipal control of certain frozen water bodies.,,,,Mary Beth Walz,Gary Woods,12/10/2020
21-0764,relative to 911 immunity for reporting that a person has been the victim of a violent crime.,,,,Amanda Bouldin,"David Watters, John Reagan, John Bordenet, Charlotte DiLorenzo, Casey Conley, Andrew Bouldin, David Meuse, Terry Roy, Daryl Abbas, Cindy Rosenwald, Rebecca Whitley",12/29/2020
21-0765,relative to the opportunity for evidentiary hearings in parenting cases.,,,,Betty Gay,"Robert Elliott, Linda Gould, Katherine Prudhomme-O'Brien, David Love, Mark Pearson, Andrew Bouldin, Cassandra  Levesque, Leah Cushman, Susan Vandecasteele",12/31/2020
21-0766,"relative to a paid sick time.

",,,,Mary Jane Wallner,"Debra Altschiller, Kate Murray, Kristina Schultz, Safiya Wazir, Cindy Rosenwald, Rebecca Whitley",12/24/2020
21-0767,making a capital appropriation for the digitization and preservation of certain New Hampshire supreme court records.,,,,Patrick Abrami,"Lou D'Allesandro, Jeb Bradley, Kenneth Weyler",12/15/2020
21-0770,"relative to portraits and memorial objects in the state house, legislative office building, and Upham Walker house.",,,,Janet Wall,,12/15/2020
21-0772,"relative to prescriptions for the treatment of attention deficit disorder or attention deficit disorder with hyperactivity.

",,,,Mary Beth Walz,Gary Woods,12/30/2020
21-0773,relative to the chartered public school annual grant for leased space.,,,,Maureen Mooney,"John Reagan, Glenn Cordelli, Gary Daniels, Barbara Comtois, Robert Healey",12/2/2020
21-0774,exempting victims of trafficking in persons from participating in children in need of services proceedings.,,,,Linda Massimilla,"Laura Pantelakos, Timothy Smith, Timothy Egan, Anita Burroughs, Gary Merchant, Erin Hennessey",1/4/2021
21-0776,relative to fines for persons convicted of trafficking in persons or commercial sexual exploitation.,,,,Linda Massimilla,,12/11/2020
21-0777,a resolution urging the President to pardon Gerald DeLemus.,,,,Susan DeLemus,,12/22/2020
21-0778,relative to reducing school food waste and addressing child hunger.,,,,Tom Loughman,"Ruth Ward, Tom Sherman, Megan Murray, Cam Kenney, Sue Mullen",12/30/2020
21-0779,relative to the authority of state and county correctional facilities to discipline inmates using close or solitary confinement.,,,,Amanda Bouldin,"Caroletta Alicea, John Bordenet, Allison Nutting-Wong, Charlotte DiLorenzo, Kate Murray, Amanda Gourgue, Andrew Bouldin, David Meuse, Terry Roy",12/30/2020
21-0780,relative to the school building aid program.,,,,David Luneau,Michael Cahill,12/22/2020
21-0781,relative to emergency housing assistance.,,,,Casey Conley,Rebecca Perkins Kwoka,12/28/2020
21-0782,establishing a committee to study a living wage and the utilization of public assistance among low wage workers and their families in New Hampshire.,,,,Tony Caplan,"Timothy Horrigan, Christy Bartlett, Constance Van Houten, Kristina Schultz, Jacqueline Chretien",12/30/2020
21-0783,establishing a committee to study the use of information technology in the legislative process.,,,,Matthew Wilhelm,"Willis Griffith, Joe Alexander, Rebecca Whitley",12/31/2020
21-0784,establishing a criminal penalty for an assault committed against a person who is conveying public health or safety guidance or requirements during a declared state of emergency.,,,,Kristina Schultz,"Timothy Horrigan, Jerry Knirk, Chuck Grassie, Donald Bouchard, Deb Stevens",12/28/2020
21-0785,establishing a minimum pay rate for adjunct faculty of the university system of New Hampshire and community college system of New Hampshire.,,,,Michael Cahill,"Mel Myler, Arthur Ellison",12/15/2020
21-0788,relative to the degree granting authority of Signum university and relative to the authority of the higher education commission.,,,,James Allard,"Ralph Boehm, Rick Ladd, Glenn Cordelli, Alicia Lekas",12/28/2020
21-0790,relative to the date of the state primary.,,,,Natalie Wells,Gregory Hill,12/31/2020
21-0791,"protecting nascent human life as a reasonable and valid state interest.
",,,,Walter Stapleton,"Bill Nelson, Max Abramson, Mark Pearson",12/28/2020
21-0792,relative to ballot column rotation.,,,,Natalie Wells,Gregory Hill,1/4/2021
21-0794,"relative to death benefits for public works employees killed in the line of duty, and relative to workers' compensation offsets for certain retirement system benefits.",,,,Kristina Schultz,"Jeffrey Goley, Dianne Schuett, Timothy Soucy, Linda Harriott-Gathright, Kevin Cavanaugh, Safiya Wazir, Jaci Grote, Rebecca Whitley",12/31/2020
21-0797,requiring maintenance of the COVID-19 dashboard.,,,,Kristina Schultz,Casey Conley,12/15/2020
21-0800,recognizing the authority of states to enact laws protecting the lives of the unborn and call for a Constitutional Convention to propose a human life amendment to the Constitution.,,,,Max Abramson,,12/22/2020
21-0804,relative to over voted ballots.,,,,Marjorie Porter,Douglas Ley,12/28/2020
21-0806,requiring bond from pharmaceutical companies providing vaccines.,,,,Jeffrey Greeson,,12/16/2020
21-0807,permitting the use of live-action game cameras.,,,,Terry Roy,"John Reagan, James Spillane",12/17/2020
21-0809,establishing a committee to study the benefits of allowing New Hampshire citizens to purchase health insurance from out-of-state companies.,,,,Jeffrey Greeson,,12/29/2020
21-0813,establishing a student loan ombudsman.,,,,Willis Griffith,,12/30/2020
21-0816,prohibiting certain political contributions.,,,,Kristina Schultz,,12/30/2020
21-0818,requiring a food delivery service to enter into an agreement with a food service establishment or food retail store before offering delivery service from that restaurant.  ,,,,Matthew Wilhelm,"Jacqueline Chretien, Melbourne Moran, Ariel Oxaal",12/24/2020
21-0819,relative to chartered public school use of unused school district facilities.,,,,Ruth Ward,,1/4/2021
21-0820,relative to charity gaming licenses.,,,,Chuck Morse,,12/22/2020
21-0821,"supporting democracy and human rights in Hungary, Poland, and Hong Kong and supporting democracy in Taiwan.",,,,Peter Somssich,"John Sytek, Gerald Ward, Keith Ammon, Gary Woods, David Meuse, Joan Hamblet",12/28/2020
21-0822,establishing an information technology supply chain risk authority.,,,,Peter Somssich,"Gerald Ward, Keith Ammon, Linda Gould, Gary Woods, David Meuse, Joan Hamblet",12/23/2020
21-0823,establishing a surcharge on certain saltwater licenses and establishing a fund for derelict fishing gear and coastal cleanup,,,,David Watters,,1/5/2021
21-0824,"relative to environmental and outdoor education and establishing the New Hampshire youth environmental education and conservation council. 

",,,,David Watters,,1/4/2021
21-0826,relative to historical racing.,,,,Harold French,,1/4/2021
21-0829,relative to prohibiting the installation of certain commercially available heating systems and engaging the services of certain energy providers.,,,,Chuck Morse,,12/29/2020
21-0830,relative to the impaired driver education program.,,,,Harold French,,1/5/2021
21-0832,establishing a broadband matching grant initiative and fund.,,,,Jeb Bradley,,12/24/2020
21-0836,"relative to additional state aid for special education for certain communities of
1,000 or fewer residents.

",,,,Jeb Bradley,Anita Burroughs,12/28/2020
21-0837,"establishing a harm reduction and overdose prevention program in the department of health and human services.
",,,,David Watters,,12/31/2020
21-0838,relative to membership of the professional standards board.,,,http://gencourt.state.nh.us/bill_Status/billText.aspx?sy=2021&id=838&txtFormat=html,Jay Kahn,,11/30/2020
21-0839,relative to electric vehicle supply equipment and infrastructure and relative to state motor vehicle fleet management.,,,http://gencourt.state.nh.us/bill_Status/billText.aspx?sy=2021&id=839&txtFormat=html,David Watters,,12/23/2020
21-0840,relative to certain liquor license fees and establishing 2 liquor investigator positions.,,,http://gencourt.state.nh.us/bill_Status/billText.aspx?sy=2021&id=840&txtFormat=html,Patrick Abrami,"Jeb Bradley, Kenneth Weyler, Fred Doucette",12/1/2020
21-0841, relative to fees for the services of sheriffs and deputy sheriffs.,,,http://gencourt.state.nh.us/bill_Status/billText.aspx?sy=2021&id=841&txtFormat=html,Lou D'Allesandro,,12/15/2020
21-0842,prohibiting incineration of PFAS in New Hampshire,,,http://gencourt.state.nh.us/bill_Status/billText.aspx?sy=2021&id=842&txtFormat=html,David Watters,,1/5/2021
21-0843,relative to the sale of Lucky 7 tickets.,,,,Harold French,"John Reagan, Bill Gannon, Erin Hennessey",12/2/2020
21-0846,"adopting the Audiology and Speech-Language Pathology Compact and the Occupational Therapy Compact.

",,,,Tom Sherman,,1/5/2021
21-0852,relative to the fallen state troopers' memorial.,,,,Regina Birdsell,,1/4/2021
21-0853,providing for optional town meeting procedures.,,,,Jay Kahn,,12/28/2020
21-0854,"relative to e-delivery of insurance documents and commercial lines renewal notices.
",,,,Christy Bartlett,"John Hunt, Kevin Cavanaugh",12/29/2020
21-0855,relative to the renomination of teachers.,,,,Jay Kahn,,1/4/2021
21-0856,relative to third party inspections conducted pursuant to a planning board approval.,,,,Jay Kahn,,12/23/2020
21-0857,"relative to advance directives for health care decisions.
",,,,Tom Sherman,,12/24/2020
21-0859,"relative to the licensure and regulation of music therapists.
",,,,Kevin Avard,"Sharon Carson, David Watters, John Reagan, Kat McGhee, Jay Kahn, Tom Sherman, Suzanne Prentiss",12/22/2020
21-0860,"relative to city charter provisions for tax caps.
",,,,Kevin Avard,,12/23/2020
21-0861,requiring employers to provide access to a sufficient space for nursing mothers and reasonable break time.,,,,Rebecca Whitley,"Richard Abel, William Marsh, Safiya Wazir, Rebecca McWilliams, Erin Hennessey, Rebecca Perkins Kwoka",12/28/2020
21-0862,relative to renewable energy procurement.,,,,David Watters,,12/28/2020
21-0863,requiring emergency action plans for sports related injuries.,,,,Bill Gannon,,12/28/2020
21-0864,extending unpaid leave benefits to employees for COVID-19 purposes.,,,,Rebecca Whitley,,12/28/2020
21-0865,"relative to a property tax relief program for qualifying residential property in a designated residential property revitalization zone.

",,,,Jay Kahn,,12/28/2020
21-0868,relative to continually appropriating the renewable energy fund to the public utilities commission.,,,,Jeb Bradley,,1/4/2021
21-0869,implementing a mandatory snowmobile and OHRV training program.,,,,David Watters,"George Sykes, Ruth Ward",12/24/2020
21-0870,relative to the expenditure of water funds.,,,,Regina Birdsell,,12/29/2020
21-0871,relative to one year certificates of eligibility to teach.,,,,Jay Kahn,"David Watters, Ruth Ward",12/29/2020
21-0873,relative to a notice to quit for residential tenants.,,,,Rebecca Perkins Kwoka,,12/28/2020
21-0874,relative to technical changes in the laws administered by the insurance department.,,,,John Hunt,,1/5/2021
21-0875,relating to the retirement age for judges.  Providing that the mandatory retirement age for judges is repealed.,,,,Lou D'Allesandro,,12/8/2020
21-0876,enabling municipalities to establish a community preservation and resilience program funded in part through a surcharge on real property.,,,,David Watters,,12/30/2020
21-0877,requiring water districts to provide notice of meetings and to post minutes reflecting business conducted.,,,,David Watters,,1/4/2021
21-0878,"relative to permitting rental assistance prior to receipt of an eviction notice. 
",,,,Rebecca Perkins Kwoka,,1/5/2021
21-0879,relative to management of the secure psychiatric unit facility at New Hampshire hospital.,,,,Harold French,,1/4/2021
21-0881,"relative to hydroelectric generators that share equipment for purposes of interconnection to the electric grid.
",,,,Jeb Bradley,,12/29/2020
21-0884,relative to a state share of retirement system contributions by employers.,,,,Cindy Rosenwald,"David Watters, Michael O'Brien, Manny Espitia, Rebecca Whitley",12/30/2020
21-0885,"relative to physicians assistants employed at the Manchester Veterans Administration Medical Center.
",,,,Tom Sherman,William Marsh,1/4/2021
21-0886,relative to municipal aid for property tax reduction.,,,,Lou D'Allesandro,,12/15/2020
21-0887,relative to a temporary change in the formula for school funding.,,,,Jay Kahn,,12/31/2020
21-0888,relative to project labor agreements in government contracts.,,,,Kevin Avard,,1/5/2021
21-0889,relative to the amount of meals and rooms tax revenue that is distributed to municipalities.,,,,Denise Ricciardi,,12/8/2020
21-0890,relative to civil rights violations and discriminatory actions related to real estate transactions.,,,,Regina Birdsell,,12/8/2020
21-0891,relative to the commission to study post-traumatic stress disorders in first responders. ,,,,Regina Birdsell,,12/8/2020
21-0892,"relative to insurance coverage for in-vitro fertility treatments to same-sex couples. 
",,,,Rebecca Perkins Kwoka,,1/4/2021
21-0893,"relative to the organization of alternative treatment centers.

",,,,Kevin Avard,,1/4/2021
21-0895,relative to employer payment of required COVID-19 testing.,,,,Suzanne Prentiss,,12/30/2020
21-0896,relative to eligibility for the issuance of a nondriver's picture identification card.,,,,David Watters,,1/4/2021
21-0897,relative to reports by trustees of charitable trusts.,,,,Jay Kahn,,12/28/2020
21-0899,"relative to the authority of the office of professional licensure and certification for  administration, rulemaking, and enforcement of investigations, hearings",,,,John Reagan,"Sharon Carson, Carol McGuire, James Spillane, Brian Seaworth, Jay Kahn, Harold French, Suzanne Prentiss",12/28/2020
21-0900,relative to beverage manufacturer licenses.,,,,Bill Gannon,,1/5/2021
21-0901,relative to the alternative compliance payments for renewable energy obligations not met through the purchase of renewable energy credits.,,,,Jeb Bradley,,12/9/2020
21-0903,establishing a committee to study charitable gaming.,,,,Lou D'Allesandro,,12/17/2020
21-0904,"making ""My 603"" a state song.",,,,Kevin Cavanaugh,,12/22/2020
21-0905,relative to the sale of lobster meat.,,,,Denise Ricciardi,Timothy Lang,12/29/2020
21-0909,recognizing October 13 as metastatic breast cancer awareness day.,,,,Rebecca Perkins Kwoka,"Laura Pantelakos, Gerald Ward, Peter Somssich, David Meuse",12/9/2020
21-0910,establishing an independent advisory commission on redistricting. ,,,,Tom Sherman,,1/5/2021
21-0911,relative to remote access to meetings under RSA 91-A.,,,,Rebecca Perkins Kwoka,,12/30/2020
21-0912,relative to annual grants to regional economic development corporations.,,,,Jeb Bradley,,12/22/2020
21-0913,relative to incarceration under a suspended sentence.,,,,Rebecca Whitley,Rebecca Perkins Kwoka,12/31/2020
21-0916,relative to the lakes region development authority.,,,,Chuck Morse,,1/5/2021
21-0918,"relative to insurance company licenses.
",,,,Gary Daniels,,12/29/2020
21-0919,"establishing April 8, 2024 as solar eclipse day.",,,,Erin Hennessey,"Troy Merner, Edith Tucker",12/10/2020
21-0920,crediting excess funds in the investor education fund to the FRM victim's fund. ,,,,Harold French,,12/29/2020
21-0921,relative to immunity from arrest or prosecution for prostitution for seeking medical assistance for reporting certain crimes.,,,,Harold French,"David Watters, John Reagan",12/31/2020
21-0922,relative to Native American name restoration.,,,,David Watters,"Peter Schmidt, Catherine Sofikitis, Ruth Ward, Kristina Schultz, Rebecca Perkins Kwoka",1/5/2021
21-0923,relative to education freedom accounts.,,,,Jeb Bradley,,1/5/2021
21-0924,relative to the creation of communications district planning committees.,,,,Jay Kahn,,12/14/2020
21-0926,"relative to the prevention of zoonotic disease transmission.
",,,,David Watters,,12/11/2020
21-0927,relative to tidal waters.,,,,David Watters,,1/5/2021
21-0928,relative to skilled professional medical personnel.,,,,Ruth Ward,,12/24/2020
21-0929,relative to the commission to study barriers to increased land development in New Hampshire. ,,,,Rebecca Perkins Kwoka,,1/4/2021
21-0930,establishing the New Hampshire housing and conservation planning program.,,,,Rebecca Perkins Kwoka,,12/28/2020
21-0931,prohibiting certain uses of laser pointing devices.,,,,Sharon Carson,,12/11/2020
21-0932,relative to civil liability for damage to highways.,,,,Sharon Carson,,12/11/2020
21-0933,relative to filing an application for federal student aid.,,,,Jay Kahn,,1/5/2021
21-0934,"relative to structured settlement protection.
",,,,Sharon Carson,,12/14/2020
21-0935,relative to administration of occupational regulation by the office of professional licensure and certification.  ,,,,Sharon Carson,,1/5/2021
21-0936,relative to automated pharmacy systems.,,,,Sharon Carson,,12/31/2020
21-0937,"establishing a committee to study the effects of COVID-19 lockdowns, quarantines, and school and business closings.
  ",,,,Kevin Avard,,12/12/2020
21-0938,"relative to allowing pharmacy technicians and interns to remotely perform non-dispensing tasks. 
",,,,Sharon Carson,,12/21/2020
21-0939,establishing a COVID-19 micro enterprise relief fund.,,,,Suzanne Prentiss,,12/24/2020
21-0940,relative to child care scholarships.,,,,Rebecca Whitley,,12/24/2020
21-0941,relative to permanency planning under the child protection act.,,,,Sharon Carson,Kimberly Rice,1/5/2021
